Timestep,Region,acei
2836,MAF,0.1
MAF,2837,0.1
2837,MAF,0.1
MAF,2838,0.1
2838,MAF,0.1
MAF,2839,0.1
2839,MAF,0.1
MAF,2840,0.1
2840,MAF,0.1
MAF,2841,0.1
2841,MAF,0.1
MAF,2842,0.1
2842,MAF,0.1
MAF,2843,0.1
2843,MAF,0.1
MAF,2844,0.1
2844,MAF,0.1
MAF,2845,0.1
2845,MAF,0.1
MAF,2846,0.1
2846,MAF,0.1
MAF,2847,0.1
2847,MAF,0.1
MAF,2848,0.1
2848,MAF,0.1
MAF,2849,0.1
2849,MAF,0.1
MAF,2850,0.1
2850,MAF,0.1
MAF,2851,0.1
2851,MAF,0.1
MAF,2852,0.1
2852,MAF,0.1
MAF,2853,0.1
2853,MAF,0.1
MAF,2854,0.1
2854,MAF,0.1
MAF,2855,0.1
2855,MAF,0.1
MAF,2856,0.1
2856,MAF,0.1
MAF,2857,0.1
2857,MAF,0.1
MAF,2858,0.1
2858,MAF,0.1
MAF,2859,0.1
2859,MAF,0.1
MAF,2860,0.1
2860,MAF,0.1
MAF,2861,0.1
2861,MAF,0.1
MAF,2862,0.1
2862,MAF,0.1
MAF,2863,0.1
2863,MAF,0.1
MAF,2864,0.1
2864,MAF,0.1
MAF,2865,0.1
2865,MAF,0.1
MAF,2866,0.1
2866,MAF,0.1
MAF,2867,0.1
2867,MAF,0.1
MAF,2868,0.1
2868,MAF,0.1
MAF,2869,0.1
2869,MAF,0.1
MAF,2870,0.1
2870,MAF,0.1
MAF,2871,0.1
2871,MAF,0.1
MAF,2872,0.1
2872,MAF,0.1
MAF,2873,0.1
2873,MAF,0.1
MAF,2874,0.1
2874,MAF,0.1
MAF,2875,0.1
2875,MAF,0.1
MAF,2876,0.1
2876,MAF,0.1
MAF,2877,0.1
2877,MAF,0.1
MAF,2878,0.1
2878,MAF,0.1
MAF,2879,0.1
2879,MAF,0.1
MAF,2880,0.1
2880,MAF,0.1
MAF,2881,0.1
2881,MAF,0.1
MAF,2882,0.1
2882,MAF,0.1
MAF,2883,0.1
2883,MAF,0.1
MAF,2884,0.1
2884,MAF,0.1
MAF,2885,0.1
2885,MAF,0.1
MAF,2886,0.1
2886,MAF,0.1
MAF,2887,0.1
2887,MAF,0.1
MAF,2888,0.1
2888,MAF,0.1
MAF,2889,0.1
2889,MAF,0.1
MAF,2890,0.1
2890,MAF,0.1
MAF,2891,0.1
2891,MAF,0.1
MAF,2892,0.1
2892,MAF,0.1
MAF,2893,0.1
2893,MAF,0.1
MAF,2894,0.1
2894,MAF,0.1
MAF,2895,0.1
2895,MAF,0.1
MAF,2896,0.1
2896,MAF,0.1
MAF,2897,0.1
2897,MAF,0.1
MAF,2898,0.1
2898,MAF,0.1
MAF,2899,0.1
2899,MAF,0.1
MAF,2900,0.1
2900,MAF,0.1
MAF,2901,0.1
2901,MAF,0.1
MAF,2902,0.1
2902,MAF,0.1
MAF,2903,0.1
2903,MAF,0.1
MAF,2904,0.1
2904,MAF,0.1
MAF,2905,0.1
2905,MAF,0.1
MAF,2906,0.1
2906,MAF,0.1
MAF,2907,0.1
2907,MAF,0.1
MAF,2908,0.1
2908,MAF,0.1
MAF,2909,0.1
2909,MAF,0.1
MAF,2910,0.1
2910,MAF,0.1
MAF,2911,0.1
2911,MAF,0.1
MAF,2912,0.1
2912,MAF,0.1
MAF,2913,0.1
2913,MAF,0.1
MAF,2914,0.1
2914,MAF,0.1
MAF,2915,0.1
2915,MAF,0.1
MAF,2916,0.1
2916,MAF,0.1
MAF,2917,0.1
2917,MAF,0.1
MAF,2918,0.1
2918,MAF,0.1
MAF,2919,0.1
2919,MAF,0.1
MAF,2920,0.1
2920,MAF,0.1
MAF,2921,0.1
2921,MAF,0.1
MAF,2922,0.1
2922,MAF,0.1
MAF,2923,0.1
2923,MAF,0.1
MAF,2924,0.1
2924,MAF,0.1
MAF,2925,0.1
2925,MAF,0.1
MAF,2926,0.1
2926,MAF,0.1
MAF,2927,0.1
2927,MAF,0.1
MAF,2928,0.1
2928,MAF,0.1
MAF,2929,0.1
2929,MAF,0.1
MAF,2930,0.1
2930,MAF,0.1
MAF,2931,0.1
2931,MAF,0.1
MAF,2932,0.1
2932,MAF,0.1
MAF,2933,0.1
2933,MAF,0.1
MAF,2934,0.1
2934,MAF,0.1
MAF,2935,0.1
2935,MAF,0.1
MAF,2936,0.1
2936,MAF,0.1
MAF,2937,0.1
2937,MAF,0.1
MAF,2938,0.1
2938,MAF,0.1
MAF,2939,0.1
2939,MAF,0.1
MAF,2940,0.1
2940,MAF,0.1
MAF,2941,0.1
2941,MAF,0.1
MAF,2942,0.1
2942,MAF,0.1
MAF,2943,0.1
2943,MAF,0.1
MAF,2944,0.1
2944,MAF,0.1
MAF,2945,0.1
2945,MAF,0.1
MAF,2946,0.1
2946,MAF,0.1
MAF,2947,0.1
2947,MAF,0.1
MAF,2948,0.1
2948,MAF,0.1
MAF,2949,0.1
2949,MAF,0.1
MAF,2950,0.1
2950,MAF,0.1
MAF,2951,0.1
2951,MAF,0.1
MAF,2952,0.1
2952,MAF,0.1
MAF,2953,0.1
2953,MAF,0.1
MAF,2954,0.1
2954,MAF,0.1
MAF,2955,0.1
2955,MAF,0.1
MAF,2956,0.1
2956,MAF,0.1
MAF,2957,0.1
2957,MAF,0.1
MAF,2958,0.1
2958,MAF,0.1
MAF,2959,0.1
2959,MAF,0.1
MAF,2960,0.1
2960,MAF,0.1
MAF,2961,0.1
2961,MAF,0.1
MAF,2962,0.1
2962,MAF,0.1
MAF,2963,0.1
2963,MAF,0.1
MAF,2964,0.1
2964,MAF,0.1
MAF,2965,0.1
2965,MAF,0.1
MAF,2966,0.1
2966,MAF,0.1
MAF,2967,0.1
2967,MAF,0.1
MAF,2968,0.1
2968,MAF,0.1
MAF,2969,0.1
2969,MAF,0.1
MAF,2970,0.1
2970,MAF,0.1
MAF,2971,0.1
2971,MAF,0.1
MAF,2972,0.1
2972,MAF,0.1
MAF,2973,0.1
2973,MAF,0.1
MAF,2974,0.1
2974,MAF,0.1
MAF,2975,0.1
2975,MAF,0.1
MAF,2976,0.1
2976,MAF,0.1
MAF,2977,0.1
2977,MAF,0.1
MAF,2978,0.1
2978,MAF,0.1
MAF,2979,0.1
2979,MAF,0.1
MAF,2980,0.1
2980,MAF,0.1
MAF,2981,0.1
2981,MAF,0.1
MAF,2982,0.1
2982,MAF,0.1
MAF,2983,0.1
2983,MAF,0.1
MAF,2984,0.1
2984,MAF,0.1
MAF,2985,0.1
2985,MAF,0.1
MAF,2986,0.1
2986,MAF,0.1
MAF,2987,0.1
2987,MAF,0.1
MAF,2988,0.1
2988,MAF,0.1
MAF,2989,0.1
2989,MAF,0.1
MAF,2990,0.1
2990,MAF,0.1
MAF,2991,0.1
2991,MAF,0.1
MAF,2992,0.1
2992,MAF,0.1
MAF,2993,0.1
2993,MAF,0.1
MAF,2994,0.1
2994,MAF,0.1
MAF,2995,0.1
2995,MAF,0.1
MAF,2996,0.1
2996,MAF,0.1
MAF,2997,0.1
2997,MAF,0.1
MAF,2998,0.1
2998,MAF,0.1
MAF,2999,0.1
2999,MAF,0.1
MAF,3000,0.1
3000,MAF,0.1
SSA,1950,-1.185
1950,SSA,-1.185
SSA,1951,-1.185
1951,SSA,-1.185
SSA,1952,-1.185
1952,SSA,-1.185
SSA,1953,-1.185
1953,SSA,-1.185
SSA,1954,-1.185
1954,SSA,-1.185
SSA,1955,-1.185
1955,SSA,-1.185
SSA,1956,-1.185
1956,SSA,-1.185
SSA,1957,-1.185
1957,SSA,-1.185
SSA,1958,-1.185
1958,SSA,-1.185
SSA,1959,-1.185
1959,SSA,-1.185
SSA,1960,-1.51
1960,SSA,-1.51
SSA,1961,-1.51
1961,SSA,-1.51
SSA,1962,-1.51
1962,SSA,-1.51
SSA,1963,-1.51
1963,SSA,-1.51
SSA,1964,-1.51
1964,SSA,-1.51
SSA,1965,-1.51
1965,SSA,-1.51
SSA,1966,-1.51
1966,SSA,-1.51
SSA,1967,-1.51
1967,SSA,-1.51
SSA,1968,-1.51
1968,SSA,-1.51
SSA,1969,-1.51
1969,SSA,-1.51
SSA,1970,-0.605
1970,SSA,-0.605
SSA,1971,-0.605
1971,SSA,-0.605
SSA,1972,-0.605
1972,SSA,-0.605
SSA,1973,-0.605
1973,SSA,-0.605
SSA,1974,-0.605
1974,SSA,-0.605
SSA,1975,-0.605
1975,SSA,-0.605
SSA,1976,-0.605
1976,SSA,-0.605
SSA,1977,-0.605
1977,SSA,-0.605
SSA,1978,-0.605
1978,SSA,-0.605
SSA,1979,-0.605
1979,SSA,-0.605
SSA,1980,-1.015
1980,SSA,-1.015
SSA,1981,-1.015
1981,SSA,-1.015
SSA,1982,-1.015
1982,SSA,-1.015
SSA,1983,-1.015
1983,SSA,-1.015
SSA,1984,-1.015
1984,SSA,-1.015
SSA,1985,-1.015
1985,SSA,-1.015
SSA,1986,-1.015
1986,SSA,-1.015
SSA,1987,-1.015
1987,SSA,-1.015
SSA,1988,-1.015
1988,SSA,-1.015
SSA,1989,-1.015
1989,SSA,-1.015
SSA,1990,0
1990,SSA,0
SSA,1991,0
1991,SSA,0
SSA,1992,0
1992,SSA,0
SSA,1993,0
1993,SSA,0
SSA,1994,0
1994,SSA,0
SSA,1995,0.141
1995,SSA,0.141
SSA,1996,0.281
1996,SSA,0.281
SSA,1997,0.422
1997,SSA,0.422
SSA,1998,0.563
1998,SSA,0.563
SSA,1999,0.703
1999,SSA,0.703
SSA,2000,0.844
2000,SSA,0.844
SSA,2001,0.984
2001,SSA,0.984
SSA,2002,1.125
2002,SSA,1.125
SSA,2003,1.266
2003,SSA,1.266
SSA,2004,1.406
2004,SSA,1.406
SSA,2005,1.547
2005,SSA,1.547
SSA,2006,1.688
2006,SSA,1.688
SSA,2007,1.828
2007,SSA,1.828
SSA,2008,1.969
2008,SSA,1.969
SSA,2009,2.109
2009,SSA,2.109
SSA,2010,2.25
2010,SSA,2.25
SSA,2011,2.2
2011,SSA,2.2
SSA,2012,2.15
2012,SSA,2.15
SSA,2013,2.1
2013,SSA,2.1
SSA,2014,2.05
2014,SSA,2.05
SSA,2015,2
2015,SSA,2
SSA,2016,1.95
2016,SSA,1.95
SSA,2017,1.9
2017,SSA,1.9
SSA,2018,1.85
2018,SSA,1.85
SSA,2019,1.8
2019,SSA,1.8
SSA,2020,1.75
2020,SSA,1.75
SSA,2021,1.7
2021,SSA,1.7
SSA,2022,1.65
2022,SSA,1.65
SSA,2023,1.6
2023,SSA,1.6
SSA,2024,1.55
2024,SSA,1.55
SSA,2025,1.5
2025,SSA,1.5
SSA,2026,1.45
2026,SSA,1.45
SSA,2027,1.4
2027,SSA,1.4
SSA,2028,1.35
2028,SSA,1.35
SSA,2029,1.3
2029,SSA,1.3
SSA,2030,1.25
2030,SSA,1.25
SSA,2031,1.225
2031,SSA,1.225
SSA,2032,1.2
2032,SSA,1.2
SSA,2033,1.175
2033,SSA,1.175
SSA,2034,1.15
2034,SSA,1.15
SSA,2035,1.125
2035,SSA,1.125
SSA,2036,1.1
2036,SSA,1.1
SSA,2037,1.075
2037,SSA,1.075
SSA,2038,1.05
2038,SSA,1.05
SSA,2039,1.025
2039,SSA,1.025
SSA,2040,1
2040,SSA,1
SSA,2041,0.975
2041,SSA,0.975
SSA,2042,0.95
2042,SSA,0.95
SSA,2043,0.925
2043,SSA,0.925
SSA,2044,0.9
2044,SSA,0.9
SSA,2045,0.875
2045,SSA,0.875
SSA,2046,0.85
2046,SSA,0.85
SSA,2047,0.825
2047,SSA,0.825
SSA,2048,0.8
2048,SSA,0.8
SSA,2049,0.775
2049,SSA,0.775
SSA,2050,0.75
2050,SSA,0.75
SSA,2051,0.739
2051,SSA,0.739
SSA,2052,0.728
2052,SSA,0.728
SSA,2053,0.717
2053,SSA,0.717
SSA,2054,0.706
2054,SSA,0.706
SSA,2055,0.695
2055,SSA,0.695
SSA,2056,0.684
2056,SSA,0.684
SSA,2057,0.673
2057,SSA,0.673
SSA,2058,0.662
2058,SSA,0.662
SSA,2059,0.651
2059,SSA,0.651
SSA,2060,0.64
2060,SSA,0.64
SSA,2061,0.629
2061,SSA,0.629
SSA,2062,0.618
2062,SSA,0.618
SSA,2063,0.607
2063,SSA,0.607
SSA,2064,0.596
2064,SSA,0.596
SSA,2065,0.585
2065,SSA,0.585
SSA,2066,0.574
2066,SSA,0.574
SSA,2067,0.563
2067,SSA,0.563
SSA,2068,0.552
2068,SSA,0.552
SSA,2069,0.541
2069,SSA,0.541
SSA,2070,0.53
2070,SSA,0.53
SSA,2071,0.519
2071,SSA,0.519
SSA,2072,0.508
2072,SSA,0.508
SSA,2073,0.497
2073,SSA,0.497
SSA,2074,0.486
2074,SSA,0.486
SSA,2075,0.475
2075,SSA,0.475
SSA,2076,0.464
2076,SSA,0.464
SSA,2077,0.453
2077,SSA,0.453
SSA,2078,0.442
2078,SSA,0.442
SSA,2079,0.431
2079,SSA,0.431
SSA,2080,0.42
2080,SSA,0.42
SSA,2081,0.409
2081,SSA,0.409
SSA,2082,0.398
2082,SSA,0.398
SSA,2083,0.387
2083,SSA,0.387
SSA,2084,0.376
2084,SSA,0.376
SSA,2085,0.365
2085,SSA,0.365
SSA,2086,0.354
2086,SSA,0.354
SSA,2087,0.343
2087,SSA,0.343
SSA,2088,0.332
2088,SSA,0.332
SSA,2089,0.321
2089,SSA,0.321
SSA,2090,0.31
2090,SSA,0.31
SSA,2091,0.299
2091,SSA,0.299
SSA,2092,0.288
2092,SSA,0.288
SSA,2093,0.277
2093,SSA,0.277
SSA,2094,0.266
2094,SSA,0.266
SSA,2095,0.255
2095,SSA,0.255
SSA,2096,0.244
2096,SSA,0.244
SSA,2097,0.233
2097,SSA,0.233
SSA,2098,0.222
2098,SSA,0.222
SSA,2099,0.211
2099,SSA,0.211
SSA,2100,0.2
2100,SSA,0.2
SSA,2101,0.238
2101,SSA,0.238
SSA,2102,0.276
2102,SSA,0.276
SSA,2103,0.314
2103,SSA,0.314
SSA,2104,0.352
2104,SSA,0.352
SSA,2105,0.39
2105,SSA,0.39
SSA,2106,0.428
2106,SSA,0.428
SSA,2107,0.466
2107,SSA,0.466
SSA,2108,0.504
2108,SSA,0.504
SSA,2109,0.542
2109,SSA,0.542
SSA,2110,0.58
2110,SSA,0.58
SSA,2111,0.618
2111,SSA,0.618
SSA,2112,0.656
2112,SSA,0.656
SSA,2113,0.694
2113,SSA,0.694
SSA,2114,0.732
2114,SSA,0.732
SSA,2115,0.77
2115,SSA,0.77
SSA,2116,0.808
2116,SSA,0.808
SSA,2117,0.846
2117,SSA,0.846
SSA,2118,0.884
2118,SSA,0.884
SSA,2119,0.922
2119,SSA,0.922
SSA,2120,0.96
2120,SSA,0.96
SSA,2121,0.998
2121,SSA,0.998
SSA,2122,1.036
2122,SSA,1.036
SSA,2123,1.074
2123,SSA,1.074
SSA,2124,1.112
2124,SSA,1.112
SSA,2125,1.15
2125,SSA,1.15
SSA,2126,1.188
2126,SSA,1.188
SSA,2127,1.226
2127,SSA,1.226
SSA,2128,1.264
2128,SSA,1.264
SSA,2129,1.302
2129,SSA,1.302
SSA,2130,1.34
2130,SSA,1.34
SSA,2131,1.378
2131,SSA,1.378
SSA,2132,1.416
2132,SSA,1.416
SSA,2133,1.454
2133,SSA,1.454
SSA,2134,1.492
2134,SSA,1.492
SSA,2135,1.53
2135,SSA,1.53
SSA,2136,1.568
2136,SSA,1.568
SSA,2137,1.606
2137,SSA,1.606
SSA,2138,1.644
2138,SSA,1.644
SSA,2139,1.682
2139,SSA,1.682
SSA,2140,1.72
2140,SSA,1.72
SSA,2141,1.758
2141,SSA,1.758
SSA,2142,1.796
2142,SSA,1.796
SSA,2143,1.834
2143,SSA,1.834
SSA,2144,1.872
2144,SSA,1.872
SSA,2145,1.91
2145,SSA,1.91
SSA,2146,1.948
2146,SSA,1.948
SSA,2147,1.986
2147,SSA,1.986
SSA,2148,2.024
2148,SSA,2.024
SSA,2149,2.062
2149,SSA,2.062
SSA,2150,2.1
2150,SSA,2.1
SSA,2151,2.138
2151,SSA,2.138
SSA,2152,2.176
2152,SSA,2.176
SSA,2153,2.214
2153,SSA,2.214
SSA,2154,2.252
2154,SSA,2.252
SSA,2155,2.29
2155,SSA,2.29
SSA,2156,2.328
2156,SSA,2.328
SSA,2157,2.366
2157,SSA,2.366
SSA,2158,2.404
2158,SSA,2.404
SSA,2159,2.442
2159,SSA,2.442
SSA,2160,2.48
2160,SSA,2.48
SSA,2161,2.518
2161,SSA,2.518
SSA,2162,2.556
2162,SSA,2.556
SSA,2163,2.594
2163,SSA,2.594
SSA,2164,2.632
2164,SSA,2.632
SSA,2165,2.67
2165,SSA,2.67
SSA,2166,2.708
2166,SSA,2.708
SSA,2167,2.746
2167,SSA,2.746
SSA,2168,2.784
2168,SSA,2.784
SSA,2169,2.822
2169,SSA,2.822
SSA,2170,2.86
2170,SSA,2.86
SSA,2171,2.898
2171,SSA,2.898
SSA,2172,2.936
2172,SSA,2.936
SSA,2173,2.974
2173,SSA,2.974
SSA,2174,3.012
2174,SSA,3.012
SSA,2175,3.05
2175,SSA,3.05
SSA,2176,3.088
2176,SSA,3.088
SSA,2177,3.126
2177,SSA,3.126
SSA,2178,3.164
2178,SSA,3.164
SSA,2179,3.202
2179,SSA,3.202
SSA,2180,3.24
2180,SSA,3.24
SSA,2181,3.278
2181,SSA,3.278
SSA,2182,3.316
2182,SSA,3.316
SSA,2183,3.354
2183,SSA,3.354
SSA,2184,3.392
2184,SSA,3.392
SSA,2185,3.43
2185,SSA,3.43
SSA,2186,3.468
2186,SSA,3.468
SSA,2187,3.506
2187,SSA,3.506
SSA,2188,3.544
2188,SSA,3.544
SSA,2189,3.582
2189,SSA,3.582
SSA,2190,3.62
2190,SSA,3.62
SSA,2191,3.658
2191,SSA,3.658
SSA,2192,3.696
2192,SSA,3.696
SSA,2193,3.734
2193,SSA,3.734
SSA,2194,3.772
2194,SSA,3.772
SSA,2195,3.81
2195,SSA,3.81
SSA,2196,3.848
2196,SSA,3.848
SSA,2197,3.886
2197,SSA,3.886
SSA,2198,3.924
2198,SSA,3.924
SSA,2199,3.962
2199,SSA,3.962
SSA,2200,4
2200,SSA,4
SSA,2201,3.96
2201,SSA,3.96
SSA,2202,3.92
2202,SSA,3.92
SSA,2203,3.88
2203,SSA,3.88
SSA,2204,3.84
2204,SSA,3.84
SSA,2205,3.8
2205,SSA,3.8
SSA,2206,3.76
2206,SSA,3.76
SSA,2207,3.72
2207,SSA,3.72
SSA,2208,3.68
2208,SSA,3.68
SSA,2209,3.64
2209,SSA,3.64
SSA,2210,3.6
2210,SSA,3.6
SSA,2211,3.56
2211,SSA,3.56
SSA,2212,3.52
2212,SSA,3.52
SSA,2213,3.48
2213,SSA,3.48
SSA,2214,3.44
2214,SSA,3.44
SSA,2215,3.4
2215,SSA,3.4
SSA,2216,3.36
2216,SSA,3.36
SSA,2217,3.32
2217,SSA,3.32
SSA,2218,3.28
2218,SSA,3.28
SSA,2219,3.24
2219,SSA,3.24
SSA,2220,3.2
2220,SSA,3.2
SSA,2221,3.16
2221,SSA,3.16
SSA,2222,3.12
2222,SSA,3.12
SSA,2223,3.08
2223,SSA,3.08
SSA,2224,3.04
2224,SSA,3.04
SSA,2225,3
2225,SSA,3
SSA,2226,2.96
2226,SSA,2.96
SSA,2227,2.92
2227,SSA,2.92
SSA,2228,2.88
2228,SSA,2.88
SSA,2229,2.84
2229,SSA,2.84
SSA,2230,2.8
2230,SSA,2.8
SSA,2231,2.76
2231,SSA,2.76
SSA,2232,2.72
2232,SSA,2.72
SSA,2233,2.68
2233,SSA,2.68
SSA,2234,2.64
2234,SSA,2.64
SSA,2235,2.6
2235,SSA,2.6
SSA,2236,2.56
2236,SSA,2.56
SSA,2237,2.52
2237,SSA,2.52
SSA,2238,2.48
2238,SSA,2.48
SSA,2239,2.44
2239,SSA,2.44
SSA,2240,2.4
2240,SSA,2.4
SSA,2241,2.36
2241,SSA,2.36
SSA,2242,2.32
2242,SSA,2.32
SSA,2243,2.28
2243,SSA,2.28
SSA,2244,2.24
2244,SSA,2.24
SSA,2245,2.2
2245,SSA,2.2
SSA,2246,2.16
2246,SSA,2.16
SSA,2247,2.12
2247,SSA,2.12
SSA,2248,2.08
2248,SSA,2.08
SSA,2249,2.04
2249,SSA,2.04
SSA,2250,2
2250,SSA,2
SSA,2251,1.96
2251,SSA,1.96
SSA,2252,1.92
2252,SSA,1.92
SSA,2253,1.88
2253,SSA,1.88
SSA,2254,1.84
2254,SSA,1.84
SSA,2255,1.8
2255,SSA,1.8
SSA,2256,1.76
2256,SSA,1.76
SSA,2257,1.72
2257,SSA,1.72
SSA,2258,1.68
2258,SSA,1.68
SSA,2259,1.64
2259,SSA,1.64
SSA,2260,1.6
2260,SSA,1.6
SSA,2261,1.56
2261,SSA,1.56
SSA,2262,1.52
2262,SSA,1.52
SSA,2263,1.48
2263,SSA,1.48
SSA,2264,1.44
2264,SSA,1.44
SSA,2265,1.4
2265,SSA,1.4
SSA,2266,1.36
2266,SSA,1.36
SSA,2267,1.32
2267,SSA,1.32
SSA,2268,1.28
2268,SSA,1.28
SSA,2269,1.24
2269,SSA,1.24
SSA,2270,1.2
2270,SSA,1.2
SSA,2271,1.16
2271,SSA,1.16
SSA,2272,1.12
2272,SSA,1.12
SSA,2273,1.08
2273,SSA,1.08
SSA,2274,1.04
2274,SSA,1.04
SSA,2275,1
2275,SSA,1
SSA,2276,0.96
2276,SSA,0.96
SSA,2277,0.92
2277,SSA,0.92
SSA,2278,0.88
2278,SSA,0.88
SSA,2279,0.84
2279,SSA,0.84
SSA,2280,0.8
2280,SSA,0.8
SSA,2281,0.76
2281,SSA,0.76
SSA,2282,0.72
2282,SSA,0.72
SSA,2283,0.68
2283,SSA,0.68
SSA,2284,0.64
2284,SSA,0.64
SSA,2285,0.6
2285,SSA,0.6
SSA,2286,0.56
2286,SSA,0.56
SSA,2287,0.52
2287,SSA,0.52
SSA,2288,0.48
2288,SSA,0.48
SSA,2289,0.44
2289,SSA,0.44
SSA,2290,0.4
2290,SSA,0.4
SSA,2291,0.36
2291,SSA,0.36
SSA,2292,0.32
2292,SSA,0.32
SSA,2293,0.28
2293,SSA,0.28
SSA,2294,0.24
2294,SSA,0.24
SSA,2295,0.2
2295,SSA,0.2
SSA,2296,0.16
2296,SSA,0.16
SSA,2297,0.12
2297,SSA,0.12
SSA,2298,0.08
2298,SSA,0.08
SSA,2299,0.04
2299,SSA,0.04
SSA,2300,0
2300,SSA,0
SSA,2301,0.1
2301,SSA,0.1
SSA,2302,0.1
2302,SSA,0.1
SSA,2303,0.1
2303,SSA,0.1
SSA,2304,0.1
2304,SSA,0.1
SSA,2305,0.1
2305,SSA,0.1
SSA,2306,0.1
2306,SSA,0.1
SSA,2307,0.1
2307,SSA,0.1
SSA,2308,0.1
2308,SSA,0.1
SSA,2309,0.1
2309,SSA,0.1
SSA,2310,0.1
2310,SSA,0.1
SSA,2311,0.1
2311,SSA,0.1
SSA,2312,0.1
2312,SSA,0.1
SSA,2313,0.1
2313,SSA,0.1
SSA,2314,0.1
2314,SSA,0.1
SSA,2315,0.1
2315,SSA,0.1
SSA,2316,0.1
2316,SSA,0.1
SSA,2317,0.1
2317,SSA,0.1
SSA,2318,0.1
2318,SSA,0.1
SSA,2319,0.1
2319,SSA,0.1
SSA,2320,0.1
2320,SSA,0.1
SSA,2321,0.1
2321,SSA,0.1
SSA,2322,0.1
2322,SSA,0.1
SSA,2323,0.1
2323,SSA,0.1
SSA,2324,0.1
2324,SSA,0.1
SSA,2325,0.1
2325,SSA,0.1
SSA,2326,0.1
2326,SSA,0.1
SSA,2327,0.1
2327,SSA,0.1
SSA,2328,0.1
2328,SSA,0.1
SSA,2329,0.1
2329,SSA,0.1
SSA,2330,0.1
2330,SSA,0.1
SSA,2331,0.1
2331,SSA,0.1
SSA,2332,0.1
2332,SSA,0.1
SSA,2333,0.1
2333,SSA,0.1
SSA,2334,0.1
2334,SSA,0.1
SSA,2335,0.1
2335,SSA,0.1
SSA,2336,0.1
2336,SSA,0.1
SSA,2337,0.1
2337,SSA,0.1
SSA,2338,0.1
2338,SSA,0.1
SSA,2339,0.1
2339,SSA,0.1
SSA,2340,0.1
2340,SSA,0.1
SSA,2341,0.1
2341,SSA,0.1
SSA,2342,0.1
2342,SSA,0.1
SSA,2343,0.1
2343,SSA,0.1
SSA,2344,0.1
2344,SSA,0.1
SSA,2345,0.1
2345,SSA,0.1
SSA,2346,0.1
2346,SSA,0.1
SSA,2347,0.1
2347,SSA,0.1
SSA,2348,0.1
2348,SSA,0.1
SSA,2349,0.1
2349,SSA,0.1
SSA,2350,0.1
2350,SSA,0.1
SSA,2351,0.1
2351,SSA,0.1
SSA,2352,0.1
2352,SSA,0.1
SSA,2353,0.1
2353,SSA,0.1
SSA,2354,0.1
2354,SSA,0.1
SSA,2355,0.1
2355,SSA,0.1
SSA,2356,0.1
2356,SSA,0.1
SSA,2357,0.1
2357,SSA,0.1
SSA,2358,0.1
2358,SSA,0.1
SSA,2359,0.1
2359,SSA,0.1
SSA,2360,0.1
2360,SSA,0.1
SSA,2361,0.1
2361,SSA,0.1
SSA,2362,0.1
2362,SSA,0.1
SSA,2363,0.1
2363,SSA,0.1
SSA,2364,0.1
2364,SSA,0.1
SSA,2365,0.1
2365,SSA,0.1
SSA,2366,0.1
2366,SSA,0.1
SSA,2367,0.1
2367,SSA,0.1
SSA,2368,0.1
2368,SSA,0.1
SSA,2369,0.1
2369,SSA,0.1
SSA,2370,0.1
2370,SSA,0.1
SSA,2371,0.1
2371,SSA,0.1
SSA,2372,0.1
2372,SSA,0.1
SSA,2373,0.1
2373,SSA,0.1
SSA,2374,0.1
2374,SSA,0.1
SSA,2375,0.1
2375,SSA,0.1
SSA,2376,0.1
2376,SSA,0.1
SSA,2377,0.1
2377,SSA,0.1
SSA,2378,0.1
2378,SSA,0.1
SSA,2379,0.1
2379,SSA,0.1
SSA,2380,0.1
2380,SSA,0.1
SSA,2381,0.1
2381,SSA,0.1
SSA,2382,0.1
2382,SSA,0.1
SSA,2383,0.1
2383,SSA,0.1
SSA,2384,0.1
2384,SSA,0.1
SSA,2385,0.1
2385,SSA,0.1
SSA,2386,0.1
2386,SSA,0.1
SSA,2387,0.1
2387,SSA,0.1
SSA,2388,0.1
2388,SSA,0.1
SSA,2389,0.1
2389,SSA,0.1
SSA,2390,0.1
2390,SSA,0.1
SSA,2391,0.1
2391,SSA,0.1
SSA,2392,0.1
2392,SSA,0.1
SSA,2393,0.1
2393,SSA,0.1
SSA,2394,0.1
2394,SSA,0.1
SSA,2395,0.1
2395,SSA,0.1
SSA,2396,0.1
2396,SSA,0.1
SSA,2397,0.1
2397,SSA,0.1
SSA,2398,0.1
2398,SSA,0.1
SSA,2399,0.1
2399,SSA,0.1
SSA,2400,0.1
2400,SSA,0.1
SSA,2401,0.1
2401,SSA,0.1
SSA,2402,0.1
2402,SSA,0.1
SSA,2403,0.1
2403,SSA,0.1
SSA,2404,0.1
2404,SSA,0.1
SSA,2405,0.1
2405,SSA,0.1
SSA,2406,0.1
2406,SSA,0.1
SSA,2407,0.1
2407,SSA,0.1
SSA,2408,0.1
2408,SSA,0.1
SSA,2409,0.1
2409,SSA,0.1
SSA,2410,0.1
2410,SSA,0.1
SSA,2411,0.1
2411,SSA,0.1
SSA,2412,0.1
2412,SSA,0.1
SSA,2413,0.1
2413,SSA,0.1
SSA,2414,0.1
2414,SSA,0.1
SSA,2415,0.1
2415,SSA,0.1
SSA,2416,0.1
2416,SSA,0.1
SSA,2417,0.1
2417,SSA,0.1
SSA,2418,0.1
2418,SSA,0.1
SSA,2419,0.1
